Iteration,Timestep,StratumID,SecondaryStratumID,TertiaryStratumID,TransitionGroupID,AttributeValue,Amount,DistributionType,DistributionFrequencyID,DistributionSD,DistributionMin,DistributionMax
,2002,,,,Succession Post Fire: Other Western Hardwoods Group [Type],0.12,0,,,,,
,2002,,,,Succession Post Fire: Other Western Hardwoods Group [Type],0.88,1,,,,,
,2002,,,,Succession Post Fire: Other Western Softwood Group [Type],0.12,0,,,,,
,2002,,,,Succession Post Fire: Other Western Softwood Group [Type],0.88,1,,,,,
,2002,,,,Succession Post Fire: Pinyon/Juniper Group [Type],0.12,0,,,,,
,2002,,,,Succession Post Fire: Pinyon/Juniper Group [Type],0.88,1,,,,,
,2002,,,,Succession Post Fire: Ponderosa Pine Group [Type],0.12,0,,,,,
,2002,,,,Succession Post Fire: Ponderosa Pine Group [Type],0.88,1,,,,,
,2002,,,,Succession Post Fire: Redwood Group [Type],0.12,0,,,,,
,2002,,,,Succession Post Fire: Redwood Group [Type],0.88,1,,,,,
,2002,,,,Succession Post Fire: Spruce/Fir Group [Type],0.12,0,,,,,
,2002,,,,Succession Post Fire: Spruce/Fir Group [Type],0.88,1,,,,,
,2002,,,,Succession Post Fire: Tanoak/Laurel Group [Type],0.12,0,,,,,
,2002,,,,Succession Post Fire: Tanoak/Laurel Group [Type],0.88,1,,,,,
,2002,,,,Succession Post Fire: Tropical Hardwoods Group [Type],0.12,0,,,,,
,2002,,,,Succession Post Fire: Tropical Hardwoods Group [Type],0.88,1,,,,,
,2002,,,,Succession Post Fire: Western Larch Group [Type],0.12,0,,,,,
,2002,,,,Succession Post Fire: Western Larch Group [Type],0.88,1,,,,,
,2002,,,,Succession Post Fire: Western Oak Group [Type],0.12,0,,,,,
,2002,,,,Succession Post Fire: Western Oak Group [Type],0.88,1,,,,,
,2002,,,,Succession Post Fire: Western White Pine Group [Type],0.12,0,,,,,
,2002,,,,Succession Post Fire: Western White Pine Group [Type],0.88,1,,,,,
,2002,,,,Succession Post Fire: White/Red/Jack Pine Group [Type],0.12,0,,,,,
,2002,,,,Succession Post Fire: White/Red/Jack Pine Group [Type],0.88,1,,,,,
,2002,,,,Urbanization: High [Type],0.12,0.1,,,,,
,2002,,,,Urbanization: High [Type],0.88,1,,,,,
,2002,,,,Urbanization: Low [Type],0.12,0.1,,,,,
,2002,,,,Urbanization: Low [Type],0.88,1,,,,,
,2002,,,,Urbanization: Medium [Type],0.12,0.1,,,,,
,2002,,,,Urbanization: Medium [Type],0.88,1,,,,,
,2002,,,,Urbanization: Open [Type],0.12,0.1,,,,,
,2002,,,,Urbanization: Open [Type],0.88,1,,,,,
,2002,,,,Ag Contraction: Grassland Annual [Type],0.12,0.1,,,,,
,2002,,,,Ag Contraction: Grassland Natural Perennial [Type],0.12,0.1,,,,,
,2002,,,,Ag Contraction: Grassland Irrigated Perennial [Type],0.12,0.1,,,,,
,2002,,,,Ag Contraction: Shrubland Native Sage Steppe [Type],0.12,0.1,,,,,
,2002,,,,Ag Contraction: Shrubland Invaded Sage Steppe [Type],0.12,0.1,,,,,
,2002,,,,Ag Contraction: Shrubland Sage [Type],0.12,0.1,,,,,
,2002,,,,Ag Contraction: Shrubland Non-sage [Type],0.12,0.1,,,,,
,2002,,,,Ag Contraction: Shrubland Chaparral [Type],0.12,0.1,,,,,
,2002,,,,Ag Contraction: Shrubland Post Fire Shrub [Type],0.12,0.1,,,,,
,2002,,,,Ag Contraction: Wetland Palustrine Forested [Type],0.12,0.1,,,,,
,2002,,,,Ag Contraction: Wetland Estuarine Forested [Type],0.12,0.1,,,,,
,2002,,,,Ag Contraction: Wetland Palustrine Emergent [Type],0.12,0.1,,,,,
,2002,,,,Ag Contraction: Wetland Estuarine Emergent [Type],0.12,0.1,,,,,
,2002,,,,Ag Contraction: Grassland Annual [Type],0.88,1,,,,,
,2002,,,,Ag Contraction: Grassland Natural Perennial [Type],0.88,1,,,,,
,2002,,,,Ag Contraction: Grassland Irrigated Perennial [Type],0.88,1,,,,,
,2002,,,,Ag Contraction: Shrubland Native Sage Steppe [Type],0.88,1,,,,,
,2002,,,,Ag Contraction: Shrubland Invaded Sage Steppe [Type],0.88,1,,,,,
,2002,,,,Ag Contraction: Shrubland Sage [Type],0.88,1,,,,,
,2002,,,,Ag Contraction: Shrubland Non-sage [Type],0.88,1,,,,,
,2002,,,,Ag Contraction: Shrubland Chaparral [Type],0.88,1,,,,,
,2002,,,,Ag Contraction: Shrubland Post Fire Shrub [Type],0.88,1,,,,,
,2002,,,,Ag Contraction: Wetland Palustrine Forested [Type],0.88,1,,,,,
,2002,,,,Ag Contraction: Wetland Estuarine Forested [Type],0.88,1,,,,,
,2002,,,,Ag Contraction: Wetland Palustrine Emergent [Type],0.88,1,,,,,
,2002,,,,Ag Contraction: Wetland Estuarine Emergent [Type],0.88,1,,,,,
